%Y-%m-%d;SPI;BASI;INDU;CONG;HLTH;CONS;TELE;UTIL;FINA;TECH
2006-08-25;1254.23;1184.25;1011.23;1669.06;1336.16;1239.18;846.31;3834.37;1213.37;533.61
2006-08-28;1256.49;1182.52;1010.53;1672.34;1335.75;1236.45;855.06;3823.63;1219.62;533.65
2006-08-29;1264.15;1189.83;1020.69;1681.91;1343.44;1245.09;867.42;3888.9;1225.55;540.08
2006-08-30;1267.64;1192.41;1028.92;1689.12;1345.23;1253.42;859.1;3917.48;1227.39;546.22
2006-08-31;1265.79;1189.72;1028.02;1686.07;1341.53;1259.15;855.47;3896.71;1226.96;550.33
2006-09-01;1269.75;1194.91;1034.44;1695.54;1340.24;1262.33;852.36;3903.54;1233.08;550.58
2006-09-04;1275.56;1199.96;1042.54;1700.45;1342.65;1259.78;857.03;3953.8;1243.12;545
2006-09-05;1275.01;1195.15;1050.71;1691.14;1337.65;1259.85;853.92;3950.18;1248.13;545.05
2006-09-06;1267.51;1189.4;1043.99;1689.52;1332.46;1261.59;853.92;3902.19;1233.46;548.22
2006-09-07;1259.79;1174.44;1027.55;1692.88;1326.77;1258.6;847.18;3819.19;1222.57;539.95
2006-09-08;1266.16;1187.24;1033.75;1704.87;1333.8;1261.85;847.18;3827.45;1225.78;543.25
2006-09-11;1255.28;1181.28;1027.18;1699.12;1310.33;1258.74;851.33;3827.86;1220.74;537.43
2006-09-12;1269.85;1196.54;1039.56;1711.7;1326.29;1282.79;859.62;3780.26;1237.13;545.34
2006-09-13;1273.73;1211.84;1047.45;1708.91;1327.65;1284.13;857.55;3820.8;1243.56;554.88
2006-09-14;1269.54;1211.49;1046.63;1710.39;1314.93;1286.27;857.03;3898.52;1241.93;558.03
2006-09-15;1276.45;1213.72;1049.64;1713.52;1312.43;1291.95;852.88;3905;1262.86;562.18
2006-09-18;1281.29;1212.92;1052.8;1721.72;1322.32;1294.37;848.74;3898.67;1263.62;561.72
2006-09-19;1278;1209.77;1050.83;1719.6;1319.49;1310.24;846.15;3835.62;1258.09;561.02
2006-09-20;1293.75;1214.18;1059.67;1735.35;1341.74;1308.23;850.81;3897.57;1273.93;566.22
2006-09-21;1298.9;1229.02;1059.83;1733.12;1341.31;1313.76;855.47;3824.3;1289.28;571.09
2006-09-22;1287.02;1229.22;1041.42;1721.39;1329.67;1319.92;846.15;3846.28;1276.46;565.9
2006-09-25;1283.52;1227.47;1036.89;1714.96;1325.58;1324.18;840.45;3833.75;1274.9;561.96
2006-09-26;1300.08;1252.38;1046.64;1743.55;1336.54;1325.41;853.92;3834.38;1294.69;573.69
2006-09-27;1304.77;1249.53;1051.84;1743.35;1352.73;1325.36;860.65;3815.42;1291.41;580.05
2006-09-28;1305.69;1248.55;1057.34;1744.74;1352.96;1318.36;862.21;3823.5;1291.35;581.68
2006-09-29;1307.53;1253.35;1060.92;1741.97;1348.23;1319.45;862.73;3784.3;1301.23;580.15
2006-10-02;1301;1259.32;1054.14;1740.84;1343.83;1309.65;858.58;3729.65;1288.12;579.09
2006-10-03;1301.81;1261.64;1052.73;1736.21;1350.7;1311.22;863.76;3751.13;1286.94;568.72
2006-10-04;1310.51;1272.08;1055.56;1753.81;1350.36;1325.12;872.05;3763.24;1302.74;577.63
2006-10-05;1319.94;1283.38;1071.91;1758.37;1350.44;1334.08;877.24;3764.66;1321.6;582.21
2006-10-06;1321.27;1283.61;1073.65;1753.66;1348.23;1327.93;876.72;3736.95;1329.76;580.87
2006-10-09;1325.31;1289.4;1079.22;1758.49;1352.36;1338.8;874.64;3778.46;1332.96;580.91
2006-10-10;1337.27;1288;1089.14;1764.67;1360.23;1346.45;882.94;3767.55;1355.08;590.01
2006-10-11;1338.7;1290;1090.4;1758.79;1365.09;1341.77;899;3751.33;1356.37;591.36
2006-10-12;1344.39;1293.58;1104.74;1766.02;1361.5;1350.62;899.52;3739.43;1368.12;590.92
2006-10-13;1341.62;1294.66;1102.67;1753.16;1356.86;1350.62;902.62;3745.77;1369.67;601.64
2006-10-16;1339.16;1293.02;1105.52;1756.57;1359.82;1347.06;907.29;3720.2;1356.59;601.14
2006-10-17;1325.17;1276.13;1097.65;1745.77;1353.24;1337.59;899.52;3721.4;1330.25;593.93
2006-10-18;1337.35;1283.91;1104.43;1759.71;1361.61;1340.64;891.23;3755.82;1349.52;604.83
2006-10-19;1338.71;1295;1109.24;1726.63;1377.16;1343.77;896.41;3742.62;1348.4;633.47
2006-10-20;1342.21;1295.36;1116.96;1723.23;1384.04;1357.17;891.23;3717.72;1351.18;631.86
2006-10-23;1349.63;1297.42;1119.78;1730.43;1393.73;1361.92;891.23;3786.03;1359.42;639.78
2006-10-24;1344.9;1308.83;1124.28;1715.91;1388.27;1366.14;894.33;3737.92;1353.77;635.62
2006-10-25;1348.73;1324.18;1136.96;1723.11;1389.75;1366.03;899.52;3733.73;1353.74;639.86
2006-10-26;1347.9;1315.74;1137.8;1723.5;1385.04;1366.72;896.93;3751.45;1355.7;646.54
2006-10-27;1351.47;1314.36;1149.27;1723.65;1387.69;1365.66;903.66;3792.09;1359.09;653.4
2006-10-30;1345.02;1315.69;1142.49;1721.61;1379.72;1369.48;904.18;3800.71;1350.52;645.66
2006-10-31;1333.98;1310.39;1140.45;1713.87;1381.96;1364.72;900.55;3753.73;1318.81;649.57
2006-11-01;1340.5;1311.56;1144.65;1723.27;1387.22;1364.61;903.66;3773.99;1327.32;656.28
2006-11-02;1345.1;1312.64;1129.89;1740.01;1397.47;1370.92;904.18;3764.75;1329.41;658.08
2006-11-03;1353.2;1315.71;1146.49;1745.55;1403.42;1373.84;906.77;3810.7;1339.16;659.35
2006-11-06;1367.86;1336.49;1161.38;1759.22;1412.21;1382.08;908.32;3821.17;1361.13;666.42
2006-11-07;1373.17;1346.85;1170.77;1759.86;1409.76;1380.39;909.36;3795.94;1374.95;667.37
2006-11-08;1365.05;1343.66;1161.99;1749.08;1398.4;1372.77;910.4;3835.02;1369.26;669.84
2006-11-09;1364.26;1348.4;1171.33;1758.35;1387.35;1362.91;909.88;3824.35;1368.31;682.72
2006-11-10;1360.61;1356.32;1170.42;1775.2;1371.9;1357.45;908.32;3829.31;1363.74;682.47
2006-11-13;1362.69;1365.91;1176.06;1780.89;1368.25;1357.53;917.65;3807.34;1367.45;684.24
2006-11-14;1360.76;1373.94;1184.29;1792.31;1356.29;1356.37;921.28;3860.39;1363.27;685.18
2006-11-15;1369.97;1383.7;1197.04;1800.02;1371.65;1359.83;923.87;3938.3;1366.39;694.29
2006-11-16;1370.09;1379.34;1198.41;1789.61;1369.14;1370.44;922.31;3926.9;1373.08;704.21
2006-11-17;1363.77;1364.72;1185.55;1792.21;1366.82;1369.2;924.39;3923.79;1361.55;697.81
2006-11-20;1365.52;1362.08;1188.15;1776.63;1373.13;1364.58;919.72;3939.04;1367.49;699.68
2006-11-21;1367.71;1359.09;1191.16;1790.57;1371.95;1366.61;922.31;3962.84;1368.26;696.17
2006-11-22;1368.91;1379.73;1197.63;1778.06;1374.17;1369.68;918.69;3936.38;1370.66;698.17
2006-11-23;1365.02;1392.5;1196.61;1780.92;1365;1364.19;928.53;3974.49;1365.15;692.31
2006-11-24;1348.67;1371.42;1183.13;1756.74;1351.21;1364.6;916.62;3935.09;1347.16;687.09
2006-11-27;1329.67;1357.39;1162.71;1729.83;1341.66;1344.85;909.36;3903.74;1321.03;671.05
2006-11-28;1321.05;1333.12;1151.6;1733.14;1322.81;1334.34;909.36;3931.18;1318.4;669.13
2006-11-29;1338.21;1363.73;1180.77;1744.36;1339.24;1346.18;911.95;3962.69;1333.58;693.93
2006-11-30;1326.68;1355.87;1175.13;1722.79;1328.33;1346.26;909.88;4000.1;1321.18;693.91
2006-12-01;1318.19;1357.19;1178.65;1718.8;1309.02;1344.36;911.95;4090.5;1314.02;687.66
2006-12-04;1326.85;1363.54;1188.61;1733.59;1311.67;1352.76;910.4;4060.67;1326.09;699.82
2006-12-05;1323.13;1366.67;1191.41;1717.73;1305.23;1358.3;916.62;4028.99;1325.68;706.1
2006-12-06;1332.65;1372.76;1202.22;1733.45;1313;1368.36;916.1;4088.66;1334.65;710.26
2006-12-07;1342.61;1388.63;1214.64;1735.3;1325.57;1382.56;915.06;4136.5;1344.85;716.49
2006-12-08;1338.7;1389.55;1214.04;1726.83;1323.48;1377.92;917.13;4146.85;1338.3;716.14
2006-12-11;1347.05;1407.49;1222.87;1735.46;1329.11;1380.74;919.21;4137.91;1349.69;714.82
2006-12-12;1357.57;1416.88;1228.11;1748.26;1340.61;1386.28;926.46;4163.63;1362.49;711.82
2006-12-13;1359.77;1426.8;1226.81;1756.79;1341.59;1400.9;933.2;4200.79;1362.52;720.26
2006-12-14;1373.55;1431.01;1234.43;1794.6;1355.4;1382.54;943.04;4274.48;1371.07;723.16
2006-12-15;1375.33;1453.39;1243.1;1794.87;1355.7;1380.46;939.41;4272.01;1370.29;721.41
2006-12-18;1381.63;1459.4;1260.16;1790.32;1364.03;1389.35;937.86;4272.85;1376.4;722.22
2006-12-19;1373.1;1453.2;1250.05;1783.68;1357.05;1394.6;947.7;4347.06;1363.74;720.11
2006-12-20;1375.23;1467.4;1266.07;1781.48;1354.16;1403.5;950.3;4376.93;1365.72;723.65
2006-12-21;1376.53;1446.75;1265.26;1787.93;1353.54;1403.01;957.55;4366.69;1369.89;731.13
2006-12-22;1369.64;1432.98;1260.33;1783.18;1345.57;1398.94;952.89;4362.95;1362.34;725.76
2006-12-27;1383.86;1446.93;1275.8;1799.73;1357.42;1409.67;960.66;4397.89;1378.52;738.74
2006-12-28;1381.05;1445.11;1270.47;1799.34;1350.08;1403.67;961.69;4380.87;1379.79;736.02
2006-12-29;1379.53;1444.09;1275.37;1790.2;1347.19;1410.3;955.99;4405.16;1379.96;738.44
2007-01-03;1400.15;1461.35;1293.55;1803.05;1372.91;1430.44;970.5;4405.38;1402.51;753.59
2007-01-04;1400.32;1457.92;1278.11;1795.8;1384.86;1428.21;981.9;4428.81;1401.38;751.78
2007-01-05;1396.72;1450.67;1264.67;1771.72;1398.65;1430.48;981.9;4328.84;1394.63;747.86
2007-01-08;1390.39;1449.66;1275.12;1767.77;1384.51;1431.93;985.53;4316.41;1385.63;750.23
2007-01-09;1394.96;1462.37;1279.37;1773.48;1384.77;1452.96;995.37;4302.73;1392.09;766.3
2007-01-10;1392.91;1449.22;1276.04;1775.77;1385.63;1467.2;987.6;4333.44;1386.94;762.7
2007-01-11;1411.81;1474.43;1293.29;1797.46;1406.06;1479.59;986.05;4339.97;1405.37;772.49
2007-01-12;1419.5;1494.34;1311;1809.51;1408.19;1514.85;987.08;4343.11;1411.55;770.44
2007-01-15;1431.09;1508.02;1318.96;1816.34;1427.72;1533.6;987.6;4358.04;1418.84;791.51
2007-01-16;1427.75;1502.57;1317.78;1807.47;1425.22;1519.53;988.64;4386.37;1416.03;793.74
2007-01-17;1432.9;1499.55;1329.2;1813.65;1432.26;1525.09;990.71;4418.27;1418.31;789.63
2007-01-18;1432.86;1500.44;1330.16;1819.9;1427.65;1532.46;997.45;4401.47;1418.36;794.96
2007-01-19;1439.89;1521.28;1321.37;1841.34;1437.82;1537.84;999;4396.19;1421.52;794.23
2007-01-22;1433.48;1500.45;1327.62;1842.33;1417.65;1531.51;1001.59;4495.03;1420.71;787.98
2007-01-23;1432.75;1508.62;1327.65;1832.72;1412.26;1527.19;994.86;4511.7;1428.18;778.1
2007-01-24;1441.42;1509.19;1342;1829.98;1424.74;1530.43;990.71;4590.9;1437.85;788.25
2007-01-25;1438.92;1505.34;1340.23;1812.07;1422.9;1531.38;992.78;4578.32;1441.41;785.38
2007-01-26;1425.18;1486.38;1323.03;1805.79;1409.13;1539.95;992.27;4546.7;1423.92;775.41
2007-01-29;1435.8;1485.54;1332.53;1834.27;1417.39;1543.44;977.24;4551.76;1432.58;777.64
2007-01-30;1441.86;1487.77;1344.97;1850.06;1419.64;1564.23;968.95;4536.89;1436.57;780.4
2007-01-31;1441.76;1498.88;1346.51;1869.08;1410.51;1587.68;962.73;4542.52;1433.18;793.12
2007-02-01;1454.8;1512.6;1357.15;1881.16;1426.79;1593.9;968.95;4515.39;1444.19;799.25
2007-02-02;1461.33;1514.01;1371.43;1885.98;1431.08;1608.9;966.88;4532.59;1452.48;797.44
2007-02-05;1461.36;1510.88;1370.2;1889.38;1437.85;1608.71;966.36;4568.97;1444.13;800.95
2007-02-06;1462.69;1499.21;1375.36;1882.41;1444.04;1629.48;968.95;4504.14;1445.28;793.76
2007-02-07;1467;1517.61;1394.49;1889.12;1431.81;1634.86;973.61;4526.87;1457.14;796.73
2007-02-08;1458.1;1477.55;1380.68;1871.77;1415.7;1628.45;974.13;4542.75;1463.84;791.79
2007-02-09;1467.61;1484.07;1394.17;1915.91;1410.17;1631.88;978.79;4558.51;1472.11;790.88
2007-02-12;1461.6;1475.07;1377.77;1911.31;1412.96;1622.67;978.79;4552.25;1461.93;775.91
2007-02-13;1458.12;1468.17;1374.41;1916.4;1411.17;1622.77;978.28;4541.59;1452.95;773.05
2007-02-14;1468.12;1459.55;1397.02;1928.87;1425.17;1624.27;978.79;4534.02;1456.65;785.75
2007-02-15;1470.31;1462.58;1395.34;1937.3;1421.44;1623.87;974.65;4529.36;1463.33;789.24
2007-02-16;1474.81;1476.22;1378.35;1930.95;1432.19;1628.55;979.31;4531.85;1474.8;790.33
2007-02-19;1476.13;1487.67;1384.66;1940.02;1417.75;1628.84;983.46;4521.81;1484.93;787.63
2007-02-20;1471.31;1472.79;1376.84;1932.82;1414.72;1624.97;985.53;4500.47;1481.35;785.79
2007-02-21;1456.79;1462.39;1372.91;1909.35;1399.64;1634.1;972.58;4468.09;1464.75;780.69
2007-02-22;1462.49;1488.1;1375.59;1951.78;1387.09;1634.4;971.54;4442.88;1470.53;780.83
2007-02-23;1461.48;1483.04;1365.39;1955.82;1391.64;1625.15;972.06;4400.56;1466.31;771.05
2007-02-26;1456.37;1488.53;1367.44;1960.06;1374.74;1615.69;976.72;4393.32;1463.88;764.38
2007-02-27;1405.23;1429.9;1300.11;1892.82;1337.52;1563.5;960.66;4344.28;1409.65;724.5
2007-02-28;1388.54;1409.2;1291.89;1856.77;1328.8;1550.26;949.26;4326.84;1388.86;726.26
2007-03-01;1385.82;1407.84;1279.52;1867.56;1321.46;1543.11;938.9;4246.19;1388.1;719.38
2007-03-02;1389.1;1418;1281.03;1891.22;1323.83;1544.29;935.79;4321.88;1382.41;733.38
2007-03-05;1369.16;1396.1;1254.07;1859.34;1308.37;1516.18;933.71;4265.23;1365.75;714.77
2007-03-06;1385.18;1414.47;1263.38;1863.35;1346.25;1548.71;928.01;4242.29;1370.88;718.6
2007-03-07;1401.61;1436.77;1284.25;1895.78;1355.47;1564.12;929.05;4307.6;1386.25;728.14
2007-03-08;1418.42;1446.93;1312.77;1906.58;1365.5;1593.88;940.45;4361.14;1408.85;752.36
2007-03-09;1418.89;1443.29;1310.9;1918.38;1362.53;1591.93;950.81;4362.84;1408.48;756.49
2007-03-12;1414.39;1457.53;1310.25;1919.02;1358.46;1593.54;928.01;4314.6;1397.47;757.89
2007-03-13;1403.44;1451.88;1297.41;1908.92;1351.37;1588.39;907.81;4293.8;1382.38;744.27
2007-03-14;1364.4;1401.98;1253.46;1860.61;1328.16;1551.16;890.19;4224.77;1332.14;717.75
2007-03-15;1384.69;1442.07;1275.83;1878.95;1340.35;1580.27;890.71;4216.2;1359.55;733.75
2007-03-16;1386.25;1427.46;1273.61;1887.35;1346.88;1583.06;901.59;4206.03;1357.29;729.61
2007-03-19;1406.48;1449.33;1300.24;1923.59;1354.47;1615.04;906.77;4208.69;1380.67;745.9
2007-03-20;1412.34;1450.15;1297.61;1918.71;1361.5;1617.12;910.92;4218.78;1395.23;747.35
2007-03-21;1422.88;1462.91;1316.47;1932.14;1370.31;1642.85;911.95;4264.16;1402.99;756.83
2007-03-22;1442.89;1483.32;1333.14;1948.12;1383.69;1655.84;916.1;4238.08;1434.36;773.86
2007-03-23;1445.35;1475.48;1332.45;1956.68;1378.36;1653.6;911.95;4247.54;1443.91;779.96
2007-03-26;1434.43;1473.81;1327.05;1936.2;1372.64;1649.89;911.43;4307.75;1426.57;783.58
2007-03-27;1427.62;1482.67;1318.76;1931.92;1365.57;1630.55;903.66;4308.25;1417.75;773.36
2007-03-28;1413.6;1466.45;1309.19;1910.57;1350.62;1614.47;900.03;4314.77;1405.02;767.07
2007-03-29;1429.46;1486.59;1320.62;1923.88;1368.95;1620.64;910.4;4291.91;1422.77;775.97
2007-03-30;1430.17;1506.13;1319.63;1934.39;1368.9;1629.87;910.4;4256.22;1418.29;771.71
2007-04-02;1428.09;1504.77;1328.39;1944.03;1345.75;1634.22;905.73;4335.47;1426.23;774.32
2007-04-03;1442.93;1530.65;1349.02;1967.31;1354.73;1655.53;910.92;4360.19;1441.33;777.72
2007-04-04;1444.82;1538.27;1360.75;1969.65;1355.55;1671.76;909.88;4446.64;1439.2;775.32
2007-04-05;1452.06;1557.04;1368.72;1982.77;1364.65;1672.41;909.36;4420.42;1440.87;782.09
2007-04-10;1461.28;1561.76;1375.29;1996.89;1371.87;1677.4;925.42;4473.93;1452.34;779.02
2007-04-11;1459.75;1557.58;1375.83;2002.6;1364.95;1683.83;920.76;4436.94;1452.42;776.17
2007-04-12;1455.16;1548.87;1374.1;1982.53;1359.4;1678.02;918.17;4399.14;1455.28;770.83
2007-04-13;1466.45;1561.5;1385.4;1989.66;1378.39;1682.13;920.24;4427.07;1461.02;783.27
2007-04-16;1480.37;1573.85;1398.33;2003.49;1385.68;1694.96;921.28;4398.35;1483.36;797.76
2007-04-17;1474.72;1568.73;1396.24;1984.97;1382.47;1689.53;927.5;4353.25;1479.1;792.13
2007-04-18;1482.53;1562.54;1397.7;1995.67;1396.83;1693.78;920.24;4349.21;1484.92;789.59
2007-04-19;1482.8;1555.24;1396.91;1982.23;1405.01;1690.32;919.21;4301.65;1487.05;756.9
2007-04-20;1504.77;1568.59;1415.04;1996.45;1417.87;1692.49;923.35;4352.17;1526.54;774.04
2007-04-23;1510.26;1556.13;1424.65;2019.89;1421.95;1695.27;925.42;4317.13;1526.41;769.97
2007-04-24;1502.42;1556.89;1405.27;2022.64;1415.02;1697.4;918.17;4356.56;1515.31;761.96
2007-04-25;1515.86;1570.23;1430.02;2035.53;1419.48;1695.59;919.21;4331.19;1536.53;769.61
2007-04-26;1524.14;1565.72;1455.94;2022.89;1428.01;1701.92;928.01;4362.45;1549.43;773.11
2007-04-27;1515.06;1544.94;1459.28;2019.48;1420.2;1708.15;915.09;4330.82;1533.13;756.13
2007-04-30;1517.09;1548.5;1464.98;2023.17;1414.32;1709.55;918.86;4302.55;1539.6;770.68
2007-05-02;1519.87;1516.87;1471.61;2038.17;1420.2;1713.63;918.86;4282.22;1537.32;764.71
2007-05-03;1512.07;1492.03;1470.35;2047.92;1413.3;1712.75;919.94;4316.78;1518.75;758.27
2007-05-04;1522.01;1489.2;1474.31;2047.08;1430.89;1729.97;921.55;4393.71;1530.48;764.08
2007-05-07;1522.55;1502.62;1481.64;2043.17;1427.28;1732.42;926.94;4403.48;1533.12;762.96
2007-05-08;1510.67;1497.03;1460.24;2037.85;1420.05;1724.8;921.55;4363.47;1515.43;753.71
2007-05-09;1518.32;1499.91;1471.86;2052.84;1420.01;1730.05;910.24;4398.07;1527.97;758.49
2007-05-10;1514.11;1518.76;1480.59;2033.95;1410.31;1729.54;904.32;4387.87;1526.87;761.84
2007-05-11;1519.18;1523.22;1481.8;2039.96;1408.98;1715.92;904.85;4424.8;1540.26;755.08
2007-05-14;1516.25;1510.27;1485.33;2037.41;1404.35;1722.39;910.24;4422.1;1536.64;756.59
2007-05-15;1517.14;1518.36;1490.4;2021.35;1409.96;1722.75;909.16;4384.11;1538.38;750.24
2007-05-16;1513.86;1511.91;1495.12;1998.23;1402.98;1744.78;916.7;4379.44;1543.14;752.94
2007-05-18;1524.58;1524.48;1513.87;1998.42;1407.11;1763.5;920.47;4425.35;1563.37;756.68
2007-05-21;1522.43;1530.35;1513.46;2007.67;1398.82;1742.2;920.47;4402.11;1559.84;765.67
2007-05-22;1516.75;1542.85;1525.86;1992.87;1385.13;1752.61;928.55;4427.88;1555.74;763.13
2007-05-23;1528.63;1548.64;1541.65;2014.02;1394.19;1749.3;937.71;4499.76;1566.58;766.87
2007-05-24;1515.95;1537.11;1532.4;1990.58;1389.57;1754.96;939.33;4493.43;1548.33;759.56
2007-05-25;1518.81;1530.08;1529.53;1991.24;1396.02;1751.32;929.63;4465.4;1552.59;758.88
2007-05-29;1521.37;1526.1;1534.48;2007.9;1391.34;1741.84;935.02;4452.56;1555.57;764.45
2007-05-30;1518.67;1513.1;1526.73;2012.76;1390.1;1730.24;929.09;4453.24;1551.11;758.92
2007-05-31;1529.47;1537.56;1544.69;2025.28;1387.82;1731.59;929.09;4429.06;1570.52;764.39
2007-06-01;1542.26;1545;1565.59;2043.72;1398.08;1740.33;933.4;4484.85;1580.64;780.25
2007-06-04;1536;1538.23;1566.97;2036.3;1387.85;1746.66;931.78;4461.88;1575.5;772.56
2007-06-05;1524.58;1529.44;1559.76;2027.93;1378.12;1743.59;926.4;4414.12;1557.96;765.97
2007-06-06;1503.43;1505.08;1524.41;2005.94;1366.93;1713.93;915.09;4439.57;1531.71;752.93
2007-06-07;1483.86;1482.85;1510.73;1977.29;1352.01;1706.44;897.85;4424.5;1507.84;739.18
2007-06-08;1483.31;1486.92;1508.63;1981.05;1355.82;1697.54;902.7;4365.74;1501.13;742
2007-06-11;1495.53;1508.02;1538.75;1983.09;1360.54;1718.11;900.55;4416.18;1518.19;744.96
2007-06-12;1489.52;1495.33;1524.44;1985.59;1355.18;1717.11;900.01;4409.45;1510.54;746.26
2007-06-13;1483.8;1496.96;1518.34;1956.49;1352.14;1699.41;897.85;4392.73;1511.87;746.14
2007-06-14;1506.96;1534.62;1555.31;1986.88;1363.98;1714.78;905.39;4418.49;1537.38;759.56
2007-06-15;1522.8;1552.25;1566.5;1997.64;1383.9;1726.53;916.7;4427.48;1554.7;762.5
2007-06-18;1519.99;1568.28;1568.72;1994;1376.67;1724.85;915.63;4418.25;1551.47;765.29
2007-06-19;1514.97;1574.91;1566.82;1977.95;1368.93;1717.42;910.24;4424.8;1550.76;765.35
2007-06-20;1518.17;1572.31;1586.8;1974.53;1366.67;1721.27;909.7;4427.4;1556.13;778.65
2007-06-21;1499.86;1551.5;1573.33;1956.49;1350.44;1716.65;917.78;4384.87;1531.33;769.08
2007-06-22;1490.57;1543.84;1573.44;1940.87;1346.28;1705.58;907.55;4373.58;1515;767.05
2007-06-25;1485.07;1541.54;1562.43;1932.62;1344.33;1691.06;909.16;4326.56;1509.1;763.89
2007-06-26;1474.28;1527.84;1551.33;1928.56;1338.79;1691.98;907.01;4380.24;1489.63;755.88
2007-06-27;1466.8;1512.55;1539.07;1919.99;1342.51;1683.97;901.08;4313.53;1474.05;750.72
2007-06-28;1484.96;1532.6;1563.1;1963.27;1356.98;1712.62;904.32;4371.21;1482.56;762.25
2007-06-29;1495.98;1555.3;1577.17;1983.34;1366.08;1725.46;902.16;4378.7;1489.92;755.92
2007-07-02;1494.3;1550.59;1586.33;1986.8;1359.78;1718.55;904.32;4380.43;1485.66;757.53
2007-07-03;1502.5;1551.24;1602.03;1994.96;1361.32;1747.53;903.24;4378.65;1498.35;767.35
2007-07-04;1511.46;1561.06;1621.48;2007.94;1370.43;1754.99;903.24;4406.07;1502.68;776.14
2007-07-05;1501.08;1556.88;1618.85;1994.44;1355.88;1741.49;908.62;4408.32;1491.68;775.67
2007-07-06;1507.2;1564.55;1624.66;2003.13;1360.05;1737.45;908.09;4373.67;1500.57;777.26
2007-07-09;1512.31;1578.03;1635.03;2010.86;1359.22;1749.65;926.94;4410.62;1507.78;778.32
2007-07-10;1504.97;1560.3;1625.45;2030.13;1352.76;1744.66;913.47;4423.6;1488.66;779.79
2007-07-11;1499.97;1555.58;1629.01;2029.22;1345.73;1746.18;911.86;4429.7;1479.43;773.34
2007-07-12;1506.22;1548.8;1648.51;2039.72;1347.14;1740.88;921.55;4433.52;1483.7;781.51
2007-07-13;1507.98;1551.75;1645.13;2046.5;1339.04;1734.58;936.09;4446.13;1494.91;775.5
2007-07-16;1513.44;1557.09;1648.89;2037.76;1343.79;1728.15;939.86;4459.64;1510.47;775.5
2007-07-17;1501.19;1555.35;1634.06;2023.29;1333.1;1725.69;937.71;4460.54;1496.61;772.89
2007-07-18;1478.94;1535.31;1608.68;1996.59;1313.68;1715.65;921.01;4440.4;1472.84;764.41
2007-07-19;1497.24;1541.05;1630.01;2042.9;1344.29;1723.17;927.48;4437.94;1469.55;763.05
2007-07-20;1485.06;1538.64;1612.97;2025.09;1346.27;1704.3;916.7;4427.06;1445.93;756.27
2007-07-23;1486.48;1539.59;1621.19;2034.42;1344.47;1706.8;922.63;4420.41;1444.98;754.49
2007-07-24;1475.16;1529.58;1602.6;2014.94;1339.58;1689.33;909.7;4356.43;1433.92;748.54
2007-07-25;1455.53;1505.43;1568.87;1999.41;1331.65;1680.7;905.39;4301.74;1404.34;741.59
2007-07-26;1421.38;1456.14;1540.16;1953.26;1307.91;1661.92;885.47;4315.94;1361.96;717.5
2007-07-27;1419.39;1469.07;1536.84;1960.3;1304.02;1658.4;890.85;4300.83;1356.49;703.12
2007-07-30;1418.97;1478.73;1552.62;1955.32;1303.25;1642.16;871.46;4325.14;1351.23;711.31
2007-07-31;1447.71;1497.76;1589.87;1994.25;1322.53;1636.4;886.54;4339.77;1385.72;721.11
2007-08-02;1431.5;1470.83;1561.42;1972.99;1312.99;1612.99;893.01;4301.35;1368.18;703.78
2007-08-03;1416.18;1447.63;1546.98;1955.5;1298.97;1608.2;887.62;4261.02;1351.9;684.93
2007-08-06;1408.89;1442.88;1522.62;1948.48;1301.14;1593.4;879;4255.47;1342.9;671.61
2007-08-07;1425.06;1445.62;1531.3;1958.73;1311.96;1605.33;885.47;4202.95;1374.12;673.33
2007-08-08;1458.12;1473.7;1565.48;2001.74;1340.37;1620.28;925.86;4206.04;1410.69;694.15
2007-08-09;1433.81;1448.55;1538.74;1975.47;1322.59;1600.38;908.09;4240.91;1379.91;685.11
2007-08-10;1393.68;1434.16;1476.18;1913.03;1296.97;1557.19;882.23;4187.83;1339.29;656.98
2007-08-13;1412.83;1438.38;1508.04;1951.68;1303.98;1563.35;890.85;4171.97;1360.33;658.91
2007-08-14;1392.16;1428.86;1495.42;1937.29;1289.62;1548.3;890.85;4188.31;1321.82;654.31
2007-08-15;1405.83;1424.73;1483.94;2065.44;1288.39;1539.32;903.78;4083.36;1311.92;653.29
2007-08-16;1363.78;1362.21;1409.04;1999.12;1259.28;1502.41;889.24;3977.4;1281.49;630.04
2007-08-17;1380.97;1361.82;1419.03;2030.56;1267.09;1494.72;881.16;3962.17;1310.56;624.37
2007-08-20;1390.37;1364.53;1439.64;2042.08;1275.84;1508.51;888.16;4026.71;1315.43;636.02
2007-08-21;1391.7;1372.14;1439.18;2064.49;1273.85;1517.42;890.31;4024.87;1310.89;627.22
2007-08-22;1411.45;1399.91;1481.73;2072.93;1285.5;1560.08;900.55;4016.59;1333.71;646.44
2007-08-23;1416.02;1414.05;1490.62;2082.55;1290.65;1557.84;905.93;4057.44;1332.83;648.42
2007-08-24;1422.87;1425.13;1505.41;2113.96;1289.53;1548.11;899.47;4096.7;1333.94;649.99
2007-08-27;1433.93;1429.29;1520.54;2148.68;1296.09;1561.45;898.93;4115.68;1339.45;653.36
2007-08-28;1413.37;1411.35;1503.77;2118.98;1277.91;1533.11;892.47;4109.85;1317.41;641.31
2007-08-29;1415.17;1414.49;1514.94;2124.66;1275.13;1533.57;896.78;4071.68;1318.67;644.79
