Symbol;ISIN;Code;Name
SDD51T;CH0032977800;CH0032977800;SBI Dom AAA-AA 5-10 T
SDD51Y;CH0032977834;CH0032977834;SBI Dom AAA-AA 5-10 Y
SDD55D;CH0032978030;CH0032978030;SBI Dom AAA-AA 15+ D
SDD55P;CH0032978006;CH0032978006;SBI Dom AAA-AA 15+ P
SDD55T;CH0032977982;CH0032977982;SBI Dom AAA-AA 15+ T
SDD55Y;CH0032978014;CH0032978014;SBI Dom AAA-AA 15+ Y
SDD57D;CH0032977644;CH0032977644;SBI Dom AAA-AA 5-7 D
SDD57P;CH0032977628;CH0032977628;SBI Dom AAA-AA 5-7 P
SDD57T;CH0032977610;CH0032977610;SBI Dom AAA-AA 5-7 T
SDD57Y;CH0032977636;CH0032977636;SBI Dom AAA-AA 5-7 Y
SDD71D;CH0032977701;CH0032977701;SBI Dom AAA-AA 7-10 D
SDD71P;CH0032977677;CH0032977677;SBI Dom AAA-AA 7-10 P
SDD71T;CH0032977669;CH0032977669;SBI Dom AAA-AA 7-10 T
SDD71Y;CH0032977693;CH0032977693;SBI Dom AAA-AA 7-10 Y
SDN10D;CH0028464862;CH0028464862;SBI Dom Non-Gov AAA-BBB 10+ D
SDN10P;CH0028464847;CH0028464847;SBI Dom Non-Gov AAA-BBB 10+ P
SDN10T;CH0028464839;CH0028464839;SBI Dom Non-Gov AAA-BBB 10+ T
SDN10Y;CH0028464854;CH0028464854;SBI Dom Non-Gov AAA-BBB 10+ Y
SDN11D;CH0032974062;CH0032974062;SBI Dom Non-Gov AAA-BBB 1-10 D
SDN11P;CH0032974039;CH0032974039;SBI Dom Non-Gov AAA-BBB 1-10 P
SDN11T;CH0032974021;CH0032974021;SBI Dom Non-Gov AAA-BBB 1-10 T
SDN11Y;CH0032974054;CH0032974054;SBI Dom Non-Gov AAA-BBB 1-10 Y
SDN13D;CH0028464698;CH0028464698;SBI Dom Non-Gov AAA-BBB 1-3 D
SDN13P;CH0028464672;CH0028464672;SBI Dom Non-Gov AAA-BBB 1-3 P
SDN13T;CH0028464664;CH0028464664;SBI Dom Non-Gov AAA-BBB 1-3 T
SDN13Y;CH0028464680;CH0028464680;SBI Dom Non-Gov AAA-BBB 1-3 Y
SDN15D;CH0032973924;CH0032973924;SBI Dom Non-Gov AAA-BBB 1-5 D
SDN15P;CH0032973908;CH0032973908;SBI Dom Non-Gov AAA-BBB 1-5 P
SDN15T;CH0032973890;CH0032973890;SBI Dom Non-Gov AAA-BBB 1-5 T
SDN15Y;CH0032973916;CH0032973916;SBI Dom Non-Gov AAA-BBB 1-5 Y
SDN35D;CH0028464730;CH0028464730;SBI Dom Non-Gov AAA-BBB 3-5 D
SDN35P;CH0028464714;CH0028464714;SBI Dom Non-Gov AAA-BBB 3-5 P
SDN35T;CH0028464706;CH0028464706;SBI Dom Non-Gov AAA-BBB 3-5 T
SDN35Y;CH0028464722;CH0028464722;SBI Dom Non-Gov AAA-BBB 3-5 Y
SDN51D;CH0032973981;CH0032973981;SBI Dom Non-Gov AAA-BBB 5-10 D
SDN51P;CH0032973957;CH0032973957;SBI Dom Non-Gov AAA-BBB 5-10 P
SDN51T;CH0032973940;CH0032973940;SBI Dom Non-Gov AAA-BBB 5-10 T
SDN51Y;CH0032973965;CH0032973965;SBI Dom Non-Gov AAA-BBB 5-10 Y
SDN55D;CH0032974161;CH0032974161;SBI Dom Non-Gov AAA-BBB 15+ D
SDN55P;CH0032974138;CH0032974138;SBI Dom Non-Gov AAA-BBB 15+ P
SDN55T;CH0032974120;CH0032974120;SBI Dom Non-Gov AAA-BBB 15+ T
SDN55Y;CH0032974146;CH0032974146;SBI Dom Non-Gov AAA-BBB 15+ Y
SDN57D;CH0028464789;CH0028464789;SBI Dom Non-Gov AAA-BBB 5-7 D
SDN57P;CH0028464755;CH0028464755;SBI Dom Non-Gov AAA-BBB 5-7 P
SDN57T;CH0028464748;CH0028464748;SBI Dom Non-Gov AAA-BBB 5-7 T
SDN57Y;CH0028464771;CH0028464771;SBI Dom Non-Gov AAA-BBB 5-7 Y
SDN71D;CH0028464821;CH0028464821;SBI Dom Non-Gov AAA-BBB 7-10 D
SDN71P;CH0028464805;CH0028464805;SBI Dom Non-Gov AAA-BBB 7-10 P
SDN71T;CH0028464797;CH0028464797;SBI Dom Non-Gov AAA-BBB 7-10 T
SDN71Y;CH0028464813;CH0028464813;SBI Dom Non-Gov AAA-BBB 7-10 Y
SDNAD;CH0028465588;CH0028465588;SBI Dom Non-Gov AAA-A D
SDNAP;CH0028465554;CH0028465554;SBI Dom Non-Gov AAA-A P
SDNAT;CH0028465547;CH0028465547;SBI Dom Non-Gov AAA-A T
SDNAY;CH0028465562;CH0028465562;SBI Dom Non-Gov AAA-A Y
SDND;CH0028464649;CH0028464649;SBI Dom Non-Gov AAA-BBB D
SDNP;CH0028464623;CH0028464623;SBI Dom Non-Gov AAA-BBB P
SDNT;CH0028464615;CH0028464615;SBI Dom Non-Gov AAA-BBB T
SDNY;CH0028464631;CH0028464631;SBI Dom Non-Gov AAA-BBB Y
SDR15D;CH0032973882;CH0032973882;SBI Dom AAA-BBB 15+ D
SDR15P;CH0032973866;CH0032973866;SBI Dom AAA-BBB 15+ P
SDR15T;CH0032973858;CH0032973858;SBI Dom AAA-BBB 15+ T
SDR15Y;CH0032973874;CH0032973874;SBI Dom AAA-BBB 15+ Y
SEZN;CH0039450108;CH0039450108CHF4;SEZ N
SF10D;CH0028465091;CH0028465091;SBI For AAA-BBB 10+ D
SF10P;CH0028465075;CH0028465075;SBI For AAA-BBB 10+ P
SF10T;CH0028465067;CH0028465067;SBI For AAA-BBB 10+ T
SF10Y;CH0028465083;CH0028465083;SBI For AAA-BBB 10+ Y
SF110D;CH0032974328;CH0032974328;SBI For AAA-BBB 1-10 D
SF110P;CH0032974302;CH0032974302;SBI For AAA-BBB 1-10 P
SF110T;CH0032974294;CH0032974294;SBI For AAA-BBB 1-10 T
SF110Y;CH0032974310;CH0032974310;SBI For AAA-BBB 1-10 Y
SF13D;CH0028464912;CH0028464912;SBI For AAA-BBB 1-3 D
SF13P;CH0028464896;CH0028464896;SBI For AAA-BBB 1-3 P
SF13T;CH0028464888;CH0028464888;SBI For AAA-BBB 1-3 T
SF13Y;CH0028464904;CH0028464904;SBI For AAA-BBB 1-3 Y
SF15AD;CH0032976919;CH0032976919;SBI For AAA-A 1-15 D
SF15AP;CH0032976893;CH0032976893;SBI For AAA-A 1-15 P
SF15AT;CH0032976885;CH0032976885;SBI For AAA-A 1-15 T
SF15AY;CH0032976901;CH0032976901;SBI For AAA-A 1-15 Y
SF15D;CH0032974211;CH0032974211;SBI For AAA-BBB 1-5 D
SF15FD;CH0032979558;CH0032979558;SBI For AAA-AA 1-15 D
SF15FP;CH0032979525;CH0032979525;SBI For AAA-AA 1-15 P
SF15FT;CH0032979483;CH0032979483;SBI For AAA-AA 1-15 T
SF15FY;CH0032979541;CH0032979541;SBI For AAA-AA 1-15 Y
SF15P;CH0032974187;CH0032974187;SBI For AAA-BBB 1-5 P
SF15T;CH0032974179;CH0032974179;SBI For AAA-BBB 1-5 T
SF15Y;CH0032974203;CH0032974203;SBI For AAA-BBB 1-5 Y
SF35D;CH0028464953;CH0028464953;SBI For AAA-BBB 3-5 D
SF35P;CH0028464938;CH0028464938;SBI For AAA-BBB 3-5 P
SF35T;CH0028464920;CH0028464920;SBI For AAA-BBB 3-5 T
SF35Y;CH0028464946;CH0028464946;SBI For AAA-BBB 3-5 Y
SF51D;CH0032974278;CH0032974278;SBI For AAA-BBB 5-10 D
SF51P;CH0032974252;CH0032974252;SBI For AAA-BBB 5-10 P
SF51T;CH0032974237;CH0032974237;SBI For AAA-BBB 5-10 T
SF51Y;CH0032974260;CH0032974260;SBI For AAA-BBB 5-10 Y
SF57D;CH0028465000;CH0028465000;SBI For AAA-BBB 5-7 D
SF57P;CH0028464979;CH0028464979;SBI For AAA-BBB 5-7 P
SF57T;CH0028464961;CH0028464961;SBI For AAA-BBB 5-7 T
SF57Y;CH0028464987;CH0028464987;SBI For AAA-BBB 5-7 Y
SF71D;CH0028465059;CH0028465059;SBI For AAA-BBB 7-10 D
SF71P;CH0028465034;CH0028465034;SBI For AAA-BBB 7-10 P
SF71T;CH0028465018;CH0028465018;SBI For AAA-BBB 7-10 T
SF71Y;CH0028465042;CH0028465042;SBI For AAA-BBB 7-10 Y
SFA10D;CH0028466032;CH0028466032;SBI For AAA-A 10+ D
SFA10P;CH0028466016;CH0028466016;SBI For AAA-A 10+ P
SFA10T;CH0028466008;CH0028466008;SBI For AAA-A 10+ T
SFA10Y;CH0028466024;CH0028466024;SBI For AAA-A 10+ Y
SFA11D;CH0032976877;CH0032976877;SBI For AAA-A 1-10 D
SFA11P;CH0032976851;CH0032976851;SBI For AAA-A 1-10 P
SFA11T;CH0032976844;CH0032976844;SBI For AAA-A 1-10 T
SFA11Y;CH0032976869;CH0032976869;SBI For AAA-A 1-10 Y
SFA13D;CH0028465844;CH0028465844;SBI For AAA-A 1-3 D
SFA13P;CH0028465828;CH0028465828;SBI For AAA-A 1-3 P
SFA13T;CH0028465810;CH0028465810;SBI For AAA-A 1-3 T
SFA13Y;CH0028465836;CH0028465836;SBI For AAA-A 1-3 Y
SFA15D;CH0032976729;CH0032976729;SBI For AAA-A 1-5 D
SFA15P;CH0032976695;CH0032976695;SBI For AAA-A 1-5 P
SFA15T;CH0032976679;CH0032976679;SBI For AAA-A 1-5 T
SFA15Y;CH0032976711;CH0032976711;SBI For AAA-A 1-5 Y
SFA35D;CH0028465885;CH0028465885;SBI For AAA-A 3-5 D
SFA35P;CH0028465869;CH0028465869;SBI For AAA-A 3-5 P
SFA35T;CH0028465851;CH0028465851;SBI For AAA-A 3-5 T
SFA35Y;CH0028465877;CH0028465877;SBI For AAA-A 3-5 Y
SFA51D;CH0032976836;CH0032976836;SBI For AAA-A 5-10 D
SFA51P;CH0032976802;CH0032976802;SBI For AAA-A 5-10 P
SFA51T;CH0032976737;CH0032976737;SBI For AAA-A 5-10 T
SFA51Y;CH0032976828;CH0032976828;SBI For AAA-A 5-10 Y
SFA55D;CH0032976950;CH0032976950;SBI For AAA-A 15+ D
SFA55P;CH0032976935;CH0032976935;SBI For AAA-A 15+ P
SFA55T;CH0032976927;CH0032976927;SBI For AAA-A 15+ T
SFA55Y;CH0032976943;CH0032976943;SBI For AAA-A 15+ Y
SFA57D;CH0028465935;CH0028465935;SBI For AAA-A 5-7 D
SFA57P;CH0028465919;CH0028465919;SBI For AAA-A 5-7 P
SFA57T;CH0028465901;CH0028465901;SBI For AAA-A 5-7 T
SFA57Y;CH0028465927;CH0028465927;SBI For AAA-A 5-7 Y
SFA71D;CH0028465992;CH0028465992;SBI For AAA-A 7-10 D
SFA71P;CH0028465950;CH0028465950;SBI For AAA-A 7-10 P
SFA71T;CH0028465943;CH0028465943;SBI For AAA-A 7-10 T
SFA71Y;CH0028465976;CH0028465976;SBI For AAA-A 7-10 Y
SFC12D;CH0032980705;CH0032980705;SBI For Corp AAA-AA D
SFC12P;CH0032980663;CH0032980663;SBI For Corp AAA-AA P
SFC12T;CH0032980648;CH0032980648;SBI For Corp AAA-AA T
SFC12Y;CH0032980689;CH0032980689;SBI For Corp AAA-AA Y
SFC13D;CH0032980309;CH0032980309;SBI For Corp AAA-A D
SFC13P;CH0032980267;CH0032980267;SBI For Corp AAA-A P
SFC13T;CH0032980259;CH0032980259;SBI For Corp AAA-A T
SFC13Y;CH0032980283;CH0032980283;SBI For Corp AAA-A Y
SFC14D;CH0032980234;CH0032980234;SBI For Corp AAA-BBB D
SFC14P;CH0032980218;CH0032980218;SBI For Corp AAA-BBB P
SFC14T;CH0032980192;CH0032980192;SBI For Corp AAA-BBB T
SFC14Y;CH0032980226;CH0032980226;SBI For Corp AAA-BBB Y
SFF10D;CH0032979129;CH0032979129;SBI For AAA-AA 10+ D
SFF10P;CH0032979095;CH0032979095;SBI For AAA-AA 10+ P
SFF10T;CH0032979079;CH0032979079;SBI For AAA-AA 10+ T
SFF10Y;CH0032979111;CH0032979111;SBI For AAA-AA 10+ Y
SFF11D;CH0032979475;CH0032979475;SBI For AAA-AA 1-10 D
SFF11P;CH0032979459;CH0032979459;SBI For AAA-AA 1-10 P
SFF11T;CH0032979442;CH0032979442;SBI For AAA-AA 1-10 T
SFF11Y;CH0032979467;CH0032979467;SBI For AAA-AA 1-10 Y
SFF13D;CH0032978683;CH0032978683;SBI For AAA-AA 1-3 D
SFF13P;CH0032978618;CH0032978618;SBI For AAA-AA 1-3 P
SFF13T;CH0032978592;CH0032978592;SBI For AAA-AA 1-3 T
SFF13Y;CH0032978626;CH0032978626;SBI For AAA-AA 1-3 Y
SFF15D;CH0032979186;CH0032979186;SBI For AAA-AA 1-5 D
SFF15P;CH0032979152;CH0032979152;SBI For AAA-AA 1-5 P
SFF15T;CH0032979145;CH0032979145;SBI For AAA-AA 1-5 T
SFF15Y;CH0032979160;CH0032979160;SBI For AAA-AA 1-5 Y
SFF35D;CH0032978758;CH0032978758;SBI For AAA-AA 3-5 D
SFF35P;CH0032978717;CH0032978717;SBI For AAA-AA 3-5 P
SFF35T;CH0032978709;CH0032978709;SBI For AAA-AA 3-5 T
SFF35Y;CH0032978733;CH0032978733;SBI For AAA-AA 3-5 Y
SFF51D;CH0032979434;CH0032979434;SBI For AAA-AA 5-10 D
SFF51P;CH0032979418;CH0032979418;SBI For AAA-AA 5-10 P
SFF51T;CH0032979202;CH0032979202;SBI For AAA-AA 5-10 T
SFF51Y;CH0032979426;CH0032979426;SBI For AAA-AA 5-10 Y
SFF55D;CH0032979624;CH0032979624;SBI For AAA-AA 15+ D
SFF55P;CH0032979574;CH0032979574;SBI For AAA-AA 15+ P
SFF55T;CH0032979566;CH0032979566;SBI For AAA-AA 15+ T
SFF55Y;CH0032979590;CH0032979590;SBI For AAA-AA 15+ Y
SFF57D;CH0032978816;CH0032978816;SBI For AAA-AA 5-7 D
SFF57P;CH0032978774;CH0032978774;SBI For AAA-AA 5-7 P
SFF57T;CH0032978766;CH0032978766;SBI For AAA-AA 5-7 T
SFF57Y;CH0032978782;CH0032978782;SBI For AAA-AA 5-7 Y
SFF71D;CH0032979061;CH0032979061;SBI For AAA-AA 7-10 D
SFF71P;CH0032979012;CH0032979012;SBI For AAA-AA 7-10 P
SFF71T;CH0032979004;CH0032979004;SBI For AAA-AA 7-10 T
SFF71Y;CH0032979046;CH0032979046;SBI For AAA-AA 7-10 Y
SFG12D;CH0032980770;CH0032980770;SBI For Gov AAA-AA D
SFG12P;CH0032980739;CH0032980739;SBI For Gov AAA-AA P
SFG12T;CH0032980713;CH0032980713;SBI For Gov AAA-AA T
SFG12Y;CH0032980754;CH0032980754;SBI For Gov AAA-AA Y
SFG13D;CH0032980424;CH0032980424;SBI For Gov AAA-A D
SFG13P;CH0032980382;CH0032980382;SBI For Gov AAA-A P
SFG13T;CH0032980374;CH0032980374;SBI For Gov AAA-A T
SFG13Y;CH0032980408;CH0032980408;SBI For Gov AAA-A Y
SFG14D;CH0032980366;CH0032980366;SBI For Gov AAA-BBB D
SFG14P;CH0032980333;CH0032980333;SBI For Gov AAA-BBB P
SFG14T;CH0032980325;CH0032980325;SBI For Gov AAA-BBB T
SFG14Y;CH0032980341;CH0032980341;SBI For Gov AAA-BBB Y
SFR15D;CH0032974427;CH0032974427;SBI For AAA-BBB 15+ D
SFR15P;CH0032974393;CH0032974393;SBI For AAA-BBB 15+ P
SFR15T;CH0032974385;CH0032974385;SBI For AAA-BBB 15+ T
SFR15Y;CH0032974401;CH0032974401;SBI For AAA-BBB 15+ Y
SFS12D;CH0032980838;CH0032980838;SBI For Sup AAA-AA D
SFS12P;CH0032980796;CH0032980796;SBI For Sup AAA-AA P
SFS12T;CH0032980788;CH0032980788;SBI For Sup AAA-AA T
SFS12Y;CH0032980804;CH0032980804;SBI For Sup AAA-AA Y
SFS13D;CH0032980531;CH0032980531;SBI For Sup AAA-A D
SFS13P;CH0032980499;CH0032980499;SBI For Sup AAA-A P
SFS13T;CH0032980481;CH0032980481;SBI For Sup AAA-A T
SFS13Y;CH0032980523;CH0032980523;SBI For Sup AAA-A Y
SFS14D;CH0032980465;CH0032980465;SBI For Sup AAA-BBB D
SFS14P;CH0032980440;CH0032980440;SBI For Sup AAA-BBB P
SFS14T;CH0032980432;CH0032980432;SBI For Sup AAA-BBB T
SFS14Y;CH0032980457;CH0032980457;SBI For Sup AAA-BBB Y
SFT;JP3436100006;JP3436100006CHF4;SOFTBANK CORP
SFZN;CH0014284498;CH0014284498CHF4;SIEGFRIED N
SG;CH0002312301;CH0002312301CHF4;SGF PR 100
SG10D;CH0032979848;CH0032979848;SBI Dom Gov AAA-BBB 10+ D
SG10P;CH0032979814;CH0032979814;SBI Dom Gov AAA-BBB 10+ P
SG10T;CH0032979798;CH0032979798;SBI Dom Gov AAA-BBB 10+ T
SG10Y;CH0032979830;CH0032979830;SBI Dom Gov AAA-BBB 10+ Y
SG110D;CH0032979913;CH0032979913;SBI Dom Gov AAA-BBB 1-10 D
SG110P;CH0032979871;CH0032979871;SBI Dom Gov AAA-BBB 1-10 P
SG110T;CH0032979863;CH0032979863;SBI Dom Gov AAA-BBB 1-10 T
SG110Y;CH0032979897;CH0032979897;SBI Dom Gov AAA-BBB 1-10 Y
SG115D;CH0032979996;CH0032979996;SBI Dom Gov AAA-BBB 1-15 D
SG115P;CH0032979939;CH0032979939;SBI Dom Gov AAA-BBB 1-15 P
SG115T;CH0032979921;CH0032979921;SBI Dom Gov AAA-BBB 1-15 T
SG115Y;CH0032979954;CH0032979954;SBI Dom Gov AAA-BBB 1-15 Y
SG15D;CH0032980119;CH0032980119;SBI Dom Gov AAA-BBB 1-5 D
SG15P;CH0032980077;CH0032980077;SBI Dom Gov AAA-BBB 1-5 P
SG15T;CH0032980051;CH0032980051;SBI Dom Gov AAA-BBB 1-5 T
SG15Y;CH0032980093;CH0032980093;SBI Dom Gov AAA-BBB 1-5 Y
SG35D;CH0032979665;CH0032979665;SBI Dom Gov AAA-BBB 3-5 D
SG35P;CH0032979640;CH0032979640;SBI Dom Gov AAA-BBB 3-5 P
SG35T;CH0032979632;CH0032979632;SBI Dom Gov AAA-BBB 3-5 T
SG35Y;CH0032979657;CH0032979657;SBI Dom Gov AAA-BBB 3-5 Y
SG51D;CH0032980184;CH0032980184;SBI Dom Gov AAA-BBB 5-10 D
SG51P;CH0032980143;CH0032980143;SBI Dom Gov AAA-BBB 5-10 P
SG51T;CH0032980135;CH0032980135;SBI Dom Gov AAA-BBB 5-10 T
SG51Y;CH0032980168;CH0032980168;SBI Dom Gov AAA-BBB 5-10 Y
SG55D;CH0032980044;CH0032980044;SBI Dom Gov AAA-BBB 15+ D
SG55P;CH0032980028;CH0032980028;SBI Dom Gov AAA-BBB 15+ P
SG55T;CH0032980010;CH0032980010;SBI Dom Gov AAA-BBB 15+ T
SG55Y;CH0032980036;CH0032980036;SBI Dom Gov AAA-BBB 15+ Y
SG57D;CH0032979715;CH0032979715;SBI Dom Gov AAA-BBB 5-7 D
SG57P;CH0032979699;CH0032979699;SBI Dom Gov AAA-BBB 5-7 P
SG57T;CH0032979673;CH0032979673;SBI Dom Gov AAA-BBB 5-7 T
SG57Y;CH0032979707;CH0032979707;SBI Dom Gov AAA-BBB 5-7 Y
SG71D;CH0032979772;CH0032979772;SBI Dom Gov AAA-BBB 7-10 D
SG71P;CH0032979756;CH0032979756;SBI Dom Gov AAA-BBB 7-10 P
SG71T;CH0032979749;CH0032979749;SBI Dom Gov AAA-BBB 7-10 T
SG71Y;CH0032979764;CH0032979764;SBI Dom Gov AAA-BBB 7-10 Y
SGF;CH0002312319;CH0002312319CHF4;SGF PR 20
SGKN;CH0011484067;CH0011484067CHF4;ST GALLER KB N
SGRN;CH0029926000;CH0029926000CHF4;SCHULTHESS N
SGSN;CH0002497458;CH0002497458CHF1;SGS N
SHLTN;IL0010855885;IL0010855885CHF4;SHL TELEMEDICINE N
SHPN;CH0012885841;CH0012885841CHF4;SHAPE N
SIAN;CH0002313200;CH0002313200CHF4;SIA N
SIAT;CH0012913700;CH0012913700CHF4;CS REF SIAT
SIC;CH0037430946;CH0037430946CHF4;SWISSCANTO IFCA
SIF;BE0003361632;BE0003361632CHF4;SIPEF
SIK;CH0000587979;CH0000587979CHF4;SIKA I
SIMA;CH0014420878;CH0014420878CHF4;UBS SWISS SIMA
SIN;DE0007236101;DE0007236101CHF4;SIEMENS N
SLB;AN8068571086;AN8068571086CHF4;SCHLUMBERGER
SLCI;CH0000629839;CH0000629839;SPI Large Companies mit Div.Kor
SLCIX;CH0000629979;CH0000629979;SPI Large Companies ohne Div.Korr
SLHN;CH0014852781;CH0014852781CHF1;SWISS LIFE HOLDING N
SLHNE;CH0039310377;CH0039310377CHF1;SWISS LIFE HOLDING N 2. LINIE
SLI;CH0030252883;CH0030252883;Swiss Leader Index PR
SLIC;CH0030252909;CH0030252909;Swiss Leader Index TR
SLIFE;CH0017810737;CH0017810737;SXI LIFE SCIENCES TR
SLIFEX;CH0017810760;CH0017810760;SXI LIFE SCIENCES PR
SLOG;CH0012324627;CH0012324627CHF4;SWISSLOG N
SMCI;CH0000629821;CH0000629821;SPI Middle Companies mit Div.K
SMCIX;CH0000629920;CH0000629920;SPI Middle Companies ohne Div.
SMET;CH0002572268;CH0002572268CHF4;SWISSMETAL I
SMI;CH0009980894;CH0009980894;SMI PR
SMIC;CH0000222130;CH0000222130;SMI TR
SMIEUR;CH0015851311;CH0015851311;SMI PR in EUR
SMIEX;DE0005933964;DE0005933964CHF4;ISHARES SMI (DE)
SMIEXC;CH0019399853;CH0019399853 ;SMI Expanded TR
SMIEXP;CH0019399861;CH0019399861 ;SMI Expanded PR
SMIM;CH0019399838;CH0019399838;SMIM - SMI Mid PR
SMIMC;CH0019399820;CH0019399820;SMIM - SMI Mid TR
SN15AD;CH0032976604;CH0032976604;SBI Dom Non-Gov AAA-A 1-15 D
SN15AP;CH0032976588;CH0032976588;SBI Dom Non-Gov AAA-A 1-15 P
SN15AT;CH0032976570;CH0032976570;SBI Dom Non-Gov AAA-A 1-15 T
SN15AY;CH0032976596;CH0032976596;SBI Dom Non-Gov AAA-A 1-15 Y
SN15ND;CH0032978535;CH0032978535;SBI Dom Non-Gov AAA-AA 1-15 D
SN15NP;CH0032978501;CH0032978501;SBI Dom Non-Gov AAA-AA 1-15 P
SN15NT;CH0032978485;CH0032978485;SBI Dom Non-Gov AAA-AA 1-15 T
SN15NY;CH0032978519;CH0032978519;SBI Dom Non-Gov AAA-AA 1-15 Y
SNA10D;CH0028465802;CH0028465802;SBI Dom Non-Gov AAA-A 10+ D
SNA10P;CH0028465786;CH0028465786;SBI Dom Non-Gov AAA-A 10+ P
SNA10T;CH0028465778;CH0028465778;SBI Dom Non-Gov AAA-A 10+ T
SNA10Y;CH0028465794;CH0028465794;SBI Dom Non-Gov AAA-A 10+ Y
SNA11D;CH0032976562;CH0032976562;SBI Dom Non-Gov AAA-A 1-10 D
SNA11P;CH0032976547;CH0032976547;SBI Dom Non-Gov AAA-A 1-10 P
SNA11T;CH0032976521;CH0032976521;SBI Dom Non-Gov AAA-A 1-10 T
SNA11Y;CH0032976554;CH0032976554;SBI Dom Non-Gov AAA-A 1-10 Y
SNA13D;CH0028465638;CH0028465638;SBI Dom Non-Gov AAA-A 1-3 D
SNA13P;CH0028465612;CH0028465612;SBI Dom Non-Gov AAA-A 1-3 P
SNA13T;CH0028465604;CH0028465604;SBI Dom Non-Gov AAA-A 1-3 T
SNA13Y;CH0028465620;CH0028465620;SBI Dom Non-Gov AAA-A 1-3 Y
SNA15D;CH0032976455;CH0032976455;SBI Dom Non-Gov AAA-A 1-5 D
SNA15P;CH0032976422;CH0032976422;SBI Dom Non-Gov AAA-A 1-5 P
SNA15T;CH0032976414;CH0032976414;SBI Dom Non-Gov AAA-A 1-5 T
SNA15Y;CH0032976448;CH0032976448;SBI Dom Non-Gov AAA-A 1-5 Y
SNA35D;CH0028465679;CH0028465679;SBI Dom Non-Gov AAA-A 3-5 D
SNA35P;CH0028465653;CH0028465653;SBI Dom Non-Gov AAA-A 3-5 P
SNA35T;CH0028465646;CH0028465646;SBI Dom Non-Gov AAA-A 3-5 T
SNA35Y;CH0028465661;CH0028465661;SBI Dom Non-Gov AAA-A 3-5 Y
SNA51D;CH0032976505;CH0032976505;SBI Dom Non-Gov AAA-A 5-10 D
SNA51P;CH0032976471;CH0032976471;SBI Dom Non-Gov AAA-A 5-10 P
SNA51T;CH0032976463;CH0032976463;SBI Dom Non-Gov AAA-A 5-10 T
SNA51Y;CH0032976497;CH0032976497;SBI Dom Non-Gov AAA-A 5-10 Y
SNA55D;CH0032976661;CH0032976661;SBI Dom Non-Gov AAA-A 15+ D
SNA55P;CH0032976638;CH0032976638;SBI Dom Non-Gov AAA-A 15+ P
SNA55T;CH0032976620;CH0032976620;SBI Dom Non-Gov AAA-A 15+ T
SNA55Y;CH0032976646;CH0032976646;SBI Dom Non-Gov AAA-A 15+ Y
SNA57D;CH0028465729;CH0028465729;SBI Dom Non-Gov AAA-A 5-7 D
SNA57P;CH0028465695;CH0028465695;SBI Dom Non-Gov AAA-A 5-7 P
SNA57T;CH0028465687;CH0028465687;SBI Dom Non-Gov AAA-A 5-7 T
SNA57Y;CH0028465703;CH0028465703;SBI Dom Non-Gov AAA-A 5-7 Y
SNA71D;CH0028465760;CH0028465760;SBI Dom Non-Gov AAA-A 7-10 D
SNA71P;CH0028465745;CH0028465745;SBI Dom Non-Gov AAA-A 7-10 P
SNA71T;CH0028465737;CH0028465737;SBI Dom Non-Gov AAA-A 7-10 T
SNA71Y;CH0028465752;CH0028465752;SBI Dom Non-Gov AAA-A 7-10 Y
SNBN;CH0001319265;CH0001319265CHF4;SNB N
SNCI;CH0000629854;CH0000629854;SPI Small + Middle C. mit Div.
SNCIX;CH0000630324;CH0000630324;SPI Small + Middle C. ohne Div
SNSPI;CH0011105639;CH0011105639;SWX New SPI Index TR
SNSPIX;CH0011105621;CH0011105621;SWX New SPI Index PR
SOCI;CH0000629870;CH0000629870;SPI Large+Middle Comp mit Div Korr
SOCIX;CH0000630332;CH0000630332;SPI Large+Middle Comp ohne Div Kor
SOL;CH0002785456;CH0002785456CHF4;SOLVL 61 PRT
SON;JP3435000009;JP3435000009CHF4;SONY
SOON;CH0012549785;CH0012549785CHF4;SONOVA N
SOONE;CH0033968485;CH0033968485CHF4;SONOVA N 2. LINIE
SOPN;CH0004699440;CH0004699440CHF4;SOPRACENERIN N
SPA;CH0009433175;CH0009433175CHF4;SPIRT AVERT
SPG;CH0006502162;CH0006502162CHF4;SUSTAINABLE I
SPIEX;CH0017810976;CH0017810976;SPI EXTRA TR
SPIEXX;CH0017811008;CH0017811008;SPI EXTRA PR
SPIX;CH0000222353;CH0000222353;Swiss Performance Index SPI PR
SPPN;CH0021483885;CH0021483885CHF4;SPEEDEL HOLDING N
SPSN;CH0008038389;CH0008038389CHF4;SWISS PRIME SITE N
SQN;CH0010675863;CH0010675863CHF4;SWISSQUOTE N
SREA;CH0014420886;CH0014420886CHF4;UBS SW SWISSREAL
SREIF;CH0026168846;CH0026168846CHF4;SWISSINVEST REAL
SRI;CH0007251413;CH0007251413CHF4;SWISS RE IMMOPLUS
SSCI;CH0000629755;CH0000629755;SPI Small Companies mit Div
SSCIX;CH0000629912;CH0000629912;SPI Small Companies ohne Div.K
SSCN;CH0010218953;CH0010218953CHF4;SWISS SMALL CAP N
SSIP;CH0009110849;CH0009110849;All Share SWI ohne Div. Korr.
SSIRT;CH0009111011;CH0009111011;All Share SWI mit Div. Korr.
SSPRA;CH0004147192;CH0004147192;SMI Average Spread
